,user,user_id,location,is_reply_to,reply_id,is_quoted,is_rt,time
295,ccculte,196555822,Sint-Gillis,,,False,False,2020-12-30 10:40:29
296,BjornPrasse,54215241,Blankenberge,TharusThijs,2878725191,False,False,2020-12-30 10:40:25
297,michemt,14134277,De Pinte,maartenzam,17242884,False,False,2020-12-30 10:40:21
298,kansiimejosn,793162903872475136,Ghent,nicklaus_soft,1008020843341991936,False,False,2020-12-30 10:40:01
299,LouisMa09695417,1067793436034719744,Etalle,GAL527,2519774286,False,False,2020-12-30 10:40:00
300,JackyVandecast1,1324290998432878593,Tielt,Janet_zebra,1293531273122779136,False,False,2020-12-30 10:39:58
301,tmj_bel_jobs,41187339,Brussels,,,False,False,2020-12-30 10:39:52
302,thirsaVE,716293197853552640,Antwerp,Dorien_hi,1273622846619688965,False,False,2020-12-30 10:39:22
303,Charlie_vdc,54953397,Louvain,Tom_Daems,430603814,False,False,2020-12-30 10:39:02
304,JAhmadullah,1321517440803708930,Courcelles,Areeba_Khaan,1308796785599614977,False,False,2020-12-30 10:38:53
305,LuytenCarina,784113198077272064,Herentals,HarryMelis3,1099030681450106880,False,False,2020-12-30 10:38:38
306,JackyVandecast1,1324290998432878593,Tielt,Jacqlin28,1204652975035179010,False,False,2020-12-30 10:38:08
307,JoeriDeBouvere,2094921,Tielt,Blueblot,18635477,False,False,2020-12-30 10:37:52
308,LouisMa09695417,1067793436034719744,Etalle,normal_abel,1337903092277407746,False,False,2020-12-30 10:37:49
309,GaYeT_industrie,153411538,Ecaussinnes,Pokeconne,29419967,False,False,2020-12-30 10:37:39
310,SakerSamira1,1343354788952604672,Antwerp,,,False,False,2020-12-30 10:37:20
311,WelshVince,1185295006611005440,Bruges,,,True,False,2020-12-30 10:37:14
312,krisvanhaecht,608401836,Koksijde,,,True,False,2020-12-30 10:37:13
313,JackyVandecast1,1324290998432878593,Tielt,kiekelekoekje,906555485926633472,False,False,2020-12-30 10:37:04
314,LuytenCarina,784113198077272064,Herentals,LuytenCarina,784113198077272064,False,False,2020-12-30 10:37:03
315,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:36:50
316,DAVIDSTEVENS83,61253364,Brussels,velotafbxl,4082471151,False,False,2020-12-30 10:36:46
317,LuytenCarina,784113198077272064,Herentals,Otin_Marco,62352071,False,False,2020-12-30 10:36:41
318,laurine_derycke,55912028,Wemmel,,,False,False,2020-12-30 10:36:36
319,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:36:27
320,NielsVanhee,140454359,Ichtegem,,,False,False,2020-12-30 10:36:12
321,Marc2B,9499462,Liege,,,False,False,2020-12-30 10:36:00
322,piaurero1004,3155300344,Berloz,loopingrauduroi,846440830399385600,False,False,2020-12-30 10:35:25
323,DomiPJ,252334595,Vorst,,,False,False,2020-12-30 10:35:17
324,YaellMonas,140403351,Ghent,meetsysteem,27039712,False,False,2020-12-30 10:35:00
325,LouisMa09695417,1067793436034719744,Etalle,ThibautDemal,849716665269051396,False,False,2020-12-30 10:35:00
326,Eurocentrique,18764018,Koekelberg,Chanders,14245341,False,False,2020-12-30 10:34:58
327,YoucefZYX,967327687277793281,Ghent,ShineOfColors,133809596,False,False,2020-12-30 10:34:41
328,CamilleGheysens,347948161,Kortrijk,,,False,False,2020-12-30 10:34:40
329,juniperlamorte,1262642263110422529,Sint-Gillis,teorodriguezcom,28079294,False,False,2020-12-30 10:34:28
330,stevenheylen,29978778,Aartselaar,FilipAertsDigi,299066966,False,False,2020-12-30 10:34:09
331,adrianaal69,795344324506554369,Wellen,,,True,False,2020-12-30 10:33:40
332,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:33:32
333,LuytenCarina,784113198077272064,Herentals,,,False,False,2020-12-30 10:33:28
334,Robert_Avagyan,3375643450,Zwijndrecht,,,False,False,2020-12-30 10:33:08
335,Eurocentrique,18764018,Koekelberg,DefenseBaron,19038768,False,False,2020-12-30 10:32:55
336,FrdricVantyghe2,1300405914743300096,Beernem,,,False,False,2020-12-30 10:32:52
337,DrissGnd,1209900008914509824,Brussels,manifdr,1126559618384191488,False,False,2020-12-30 10:32:40
338,MangalaOrland,1335958213552902145,Vilvoorde,Mxyaslytherin,1084723939098673152,False,False,2020-12-30 10:32:40
339,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:32:26
340,microrelie,476333069,Walcourt,drugofdrago,220694275,False,False,2020-12-30 10:32:16
341,Theophaniaaaa,387614999,Ouffet,,,False,False,2020-12-30 10:31:52
342,ldominguezmera,310179515,Waterloo,,,False,False,2020-12-30 10:31:48
343,t_mobilis_nl,55241812,Heusden-Zolder,,,False,False,2020-12-30 10:30:38
344,joukesp,525285274,Zemst,TrevDon,54387487,False,False,2020-12-30 10:30:35
345,Eurocentrique,18764018,Koekelberg,DarlavdRiet,1127123579789770752,False,False,2020-12-30 10:30:12
346,Streetiedominiq,2593280551,Kortrijk,,,False,False,2020-12-30 10:29:58
347,Wim_VDW,313876429,Knokke-Heist,,,False,False,2020-12-30 10:29:57
348,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:29:49
349,ver_meir,113602524,Sint-Agatha-Berchem,,,False,False,2020-12-30 10:29:28
350,_Romyke_,157582358,Meeuwen-Gruitrode,christostienlet,2228773960,False,False,2020-12-30 10:29:28
351,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:29:19
352,miss_sudu,1109378601026228224,Ghent,amai_zeg,533227219,False,False,2020-12-30 10:29:15
353,YoucefZYX,967327687277793281,Ghent,sayuri87081689,1090720493894651904,False,False,2020-12-30 10:29:07
354,MangalaOrland,1335958213552902145,Vilvoorde,TounsiHar,4863827931,False,False,2020-12-30 10:28:55
355,Awkward0ne,1064275097102495744,Mechelen,Awkward0ne,1064275097102495744,False,False,2020-12-30 10:28:46
356,Awkward0ne,1064275097102495744,Mechelen,,,False,False,2020-12-30 10:28:46
357,KarlBoumans,63750441,Herent,slijpschrijf,961396596,False,False,2020-12-30 10:28:30
358,JJS1157,383756346,Landen,,,True,False,2020-12-30 10:28:21
359,MangalaOrland,1335958213552902145,Vilvoorde,elmk_brh,1340633407349514240,False,False,2020-12-30 10:27:52
360,FransVerstrepe2,797418720729645060,Bruges,hansnietanders,195892195,False,False,2020-12-30 10:27:48
361,Regina57977673,837635848543809536,Antwerp,,,True,False,2020-12-30 10:27:40
362,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:27:30
363,CiciMoons,58924797,Charleroi,Reba_G84,2984903734,False,False,2020-12-30 10:27:23
364,FransVerstrepe2,797418720729645060,Bruges,depeiling,1144699370086047747,False,False,2020-12-30 10:27:14
365,Nonkel_Muziek,727996609,Antwerp,,,False,False,2020-12-30 10:27:06
366,a_libotte,203968556,Rixensart,,,False,False,2020-12-30 10:26:48
367,ByKimysmile,245306498,Gesves,QueenBouclettes,847913316,False,False,2020-12-30 10:26:46
368,Awkward0ne,1064275097102495744,Mechelen,Awkward0ne,1064275097102495744,False,False,2020-12-30 10:26:39
369,Awkward0ne,1064275097102495744,Mechelen,Awkward0ne,1064275097102495744,False,False,2020-12-30 10:26:39
370,Awkward0ne,1064275097102495744,Mechelen,,,False,False,2020-12-30 10:26:38
371,tinynews_be,29404934,Chièvres,clandestino_usr,14094823,False,False,2020-12-30 10:25:47
372,t_mobilis_nl,55241812,Antwerp,,,False,False,2020-12-30 10:25:38
373,stijn_wille,488343170,De Panne,JurgenGeevels,51058556,False,False,2020-12-30 10:25:00
374,CatherineMols2,1226120319670407169,Poperinge,AndiBell,16600619,False,False,2020-12-30 10:24:55
375,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:24:43
376,FransVerstrepe2,797418720729645060,Bruges,UDenkt,1333369961541201921,False,False,2020-12-30 10:24:21
377,jmgheraille,521476813,Genappe,JejeNellis,584898654,False,False,2020-12-30 10:24:21
378,stijn_wille,488343170,De Panne,JurgenGeevels,51058556,False,False,2020-12-30 10:24:14
379,steventommeleyn,1145960598,Torhout,LindsayVandeke1,1336774701180461063,False,False,2020-12-30 10:24:06
380,MartijnDupre,382791741,Wetteren,AsterBerghe,838779152,False,False,2020-12-30 10:24:05
381,MangalaOrland,1335958213552902145,Vilvoorde,Odreyshima,569432628,False,False,2020-12-30 10:23:55
382,kristodia_,1273649934252806144,Ghent,nellanella123,2721675207,False,False,2020-12-30 10:23:45
383,Eavsounds,22251250,Antwerp,,,False,False,2020-12-30 10:23:40
384,benjihyer,192584367,Brussels,benjihyer,192584367,False,False,2020-12-30 10:23:29
385,benjihyer,192584367,Brussels,,,True,False,2020-12-30 10:23:27
386,LuytenCarina,784113198077272064,Herentals,,,False,False,2020-12-30 10:23:26
387,Marc66476474,1234530301629620224,Chaudfontaine,SpiderJOff,1257731815705624577,False,False,2020-12-30 10:23:17
388,filipney,746785279869083649,Keerbergen,Smienos,978041502,False,False,2020-12-30 10:23:11
389,Yusuf_Cenik_,2258885565,Stavelot,,,False,False,2020-12-30 10:23:08
390,helebae,1103067445806465024,Liege,,,False,False,2020-12-30 10:22:40
391,miss_sudu,1109378601026228224,Ghent,jblaute,146305393,False,False,2020-12-30 10:22:36
392,Eurocentrique,18764018,Koekelberg,,,True,False,2020-12-30 10:22:35
393,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:22:27
394,Awkward0ne,1064275097102495744,Mechelen,Awkward0ne,1064275097102495744,False,False,2020-12-30 10:22:16
395,MartijnDupre,382791741,Wetteren,zegmaar_LydeLa,838862216023662593,False,False,2020-12-30 10:22:05
396,joukesp,525285274,Zemst,LemonPiBoutique,989154485896282112,False,False,2020-12-30 10:21:37
397,kskrckBG,489023966,Antwerp,,,False,False,2020-12-30 10:21:28
398,Awkward0ne,1064275097102495744,Mechelen,,,False,False,2020-12-30 10:21:15
399,FransVerstrepe2,797418720729645060,Bruges,Windwens9,1048284544703631362,False,False,2020-12-30 10:21:11
400,JackyVandecast1,1324290998432878593,Tielt,FranckenTheo,951258554,False,False,2020-12-30 10:20:55
401,Goesse,71781201,Anzegem,ESSEVEELIVE,55797610,False,False,2020-12-30 10:20:29
402,JackyVandecast1,1324290998432878593,Tielt,cisca_klein,942011765403119616,False,False,2020-12-30 10:20:11
403,joukesp,525285274,Zemst,McBrideWriter,3118910513,False,False,2020-12-30 10:19:50
404,stijn_wille,488343170,De Panne,JurgenGeevels,51058556,False,False,2020-12-30 10:19:48
405,DNewtonC,1896835741,Oudergem,,,True,False,2020-12-30 10:19:44
406,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:19:35
407,JackyVandecast1,1324290998432878593,Tielt,achamilivenl1,1263612709540712449,False,False,2020-12-30 10:19:27
408,Earane_rousseau,739193084,Colfontaine,Laumiie,243193468,False,False,2020-12-30 10:19:24
409,biker_570,241981050,Menen,JohanVerstreken,3315458825,False,False,2020-12-30 10:19:24
410,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 10:19:21
411,FransVerstrepe2,797418720729645060,Bruges,Bogiemens,1176662150,False,False,2020-12-30 10:19:05
412,JackyVandecast1,1324290998432878593,Tielt,cisca_klein,942011765403119616,False,False,2020-12-30 10:18:55
413,CiciMoons,58924797,Charleroi,,,False,False,2020-12-30 10:18:40
414,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 10:18:26
415,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:18:17
416,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:17:53
417,Streetiedominiq,2593280551,Kortrijk,,,False,False,2020-12-30 10:17:51
418,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:17:40
419,malifeevelyne,1216400748919107586,Nivelles,,,False,False,2020-12-30 10:17:35
420,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:17:25
421,PZBrasschaat,4479427397,Brasschaat,,,False,False,2020-12-30 10:17:17
422,LuytenCarina,784113198077272064,Herentals,j_de_landtsheer,58255837,False,False,2020-12-30 10:16:56
423,Marielle_Schalk,778983308390703104,Hoogstraten,robisa1,353947096,False,False,2020-12-30 10:16:50
424,JackyVandecast1,1324290998432878593,Tielt,achamilivenl1,1263612709540712449,False,False,2020-12-30 10:16:32
425,Morgane687,2830227304,Namur,Cdt_Sylvestre,257551211,False,False,2020-12-30 10:16:21
426,TCarnewal,2386571724,Oefencomplex Zulte-Waregem,,,False,False,2020-12-30 10:16:17
427,DNewtonC,1896835741,Oudergem,vivamjm,3192252407,False,False,2020-12-30 10:15:43
428,Morgane687,2830227304,Namur,RachidaBxl,210633655,False,False,2020-12-30 10:15:42
429,stijn_wille,488343170,De Panne,sthbracke,144113849,False,False,2020-12-30 10:15:38
430,dianemievis,20985993,Sint-Gillis,,,False,False,2020-12-30 10:15:27
431,BiancaCvozC1,928260889031200773,Overpelt,BiancaCvozC1,928260889031200773,False,False,2020-12-30 10:14:58
432,EuropeNthecity,1104996739143077890,Sint-Gillis,BeaRios_,156776475,True,False,2020-12-30 10:14:49
433,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:14:40
434,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:14:25
435,nlux1987,3077456190,Brussels,,,True,False,2020-12-30 10:14:21
436,gregoryvantoor,380469416,Sint-Pieters-Leeuw,,,False,False,2020-12-30 10:14:18
437,JackyVandecast1,1324290998432878593,Tielt,JakobsNikki,1341086459126800385,False,False,2020-12-30 10:13:40
438,JackyVandecast1,1324290998432878593,Tielt,DjeeDeeBee,548238536,False,False,2020-12-30 10:13:15
439,CarnelMatisse,2850975368,Anderlecht,thomascharlet__,999915349075099650,False,False,2020-12-30 10:13:09
440,FransVerstrepe2,797418720729645060,Bruges,bert_vlaanderen,817024458544320513,False,False,2020-12-30 10:12:59
441,BiancaCvozC1,928260889031200773,Overpelt,BiancaCvozC1,928260889031200773,False,False,2020-12-30 10:12:27
442,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:12:13
443,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 10:12:08
444,marciojordano,113601063,Koekelberg,RobertoGeorgeR1,1344222923939315713,False,False,2020-12-30 10:11:51
445,FransVerstrepe2,797418720729645060,Bruges,bert_vlaanderen,817024458544320513,False,False,2020-12-30 10:11:49
446,LuytenCarina,784113198077272064,Herentals,,,False,False,2020-12-30 10:11:40
447,JackyVandecast1,1324290998432878593,Tielt,DjeeDeeBee,548238536,False,False,2020-12-30 10:11:24
448,JAhmadullah,1321517440803708930,Courcelles,AyeshaRajabAli1,1097397505103486977,False,False,2020-12-30 10:11:09
449,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:10:41
450,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:10:26
451,FransVerstrepe2,797418720729645060,Bruges,stormzak1,1321082716721451008,False,False,2020-12-30 10:10:20
452,DrissGnd,1209900008914509824,Brussels,manifdr,1126559618384191488,False,False,2020-12-30 10:10:17
453,CanibalSuicune,932144786,Mons,,,True,False,2020-12-30 10:09:54
454,AlyMolla,161272039,Châtelet,,,False,False,2020-12-30 10:09:52
455,JRodesch,1352897348,Ukkel,quatremer,29707536,False,False,2020-12-30 10:09:52
456,DNewtonC,1896835741,Oudergem,alanacct,191376817,False,False,2020-12-30 10:09:47
457,JackyVandecast1,1324290998432878593,Tielt,JakobsNikki,1341086459126800385,False,False,2020-12-30 10:09:32
458,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:09:06
459,ManonJacob4,951615214742589441,Ostend,,,True,False,2020-12-30 10:09:05
460,GGabylowskyi,1126862917373169664,Brussels,,,False,False,2020-12-30 10:09:03
461,JackyVandecast1,1324290998432878593,Tielt,cisca_klein,942011765403119616,False,False,2020-12-30 10:09:00
462,MartijnDupre,382791741,Wetteren,krannoot,337155332,False,False,2020-12-30 10:08:45
463,JackyVandecast1,1324290998432878593,Tielt,Jacqlin28,1204652975035179010,False,False,2020-12-30 10:08:44
464,neelo1309,2451741312,Sint-Gillis,,,True,False,2020-12-30 10:08:07
465,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 10:08:06
466,FransVerstrepe2,797418720729645060,Bruges,krannoot,337155332,False,False,2020-12-30 10:08:04
467,JoVerheyden,373391263,Bonheiden,,,False,False,2020-12-30 10:08:00
468,pLUpF69eA4Ra0ME,1042434654744264705,Brecht,singzgaming,2977015751,False,False,2020-12-30 10:07:47
469,LuytenCarina,784113198077272064,Herentals,Lamo77310302,1326473406548758528,False,False,2020-12-30 10:07:35
470,helebae,1103067445806465024,Liege,,,True,False,2020-12-30 10:07:18
471,JackyVandecast1,1324290998432878593,Tielt,filter_miss,1211425711690379264,False,False,2020-12-30 10:07:16
472,FransVerstrepe2,797418720729645060,Bruges,mbuelens,93902781,False,False,2020-12-30 10:07:05
473,LuytenCarina,784113198077272064,Herentals,realist_amber,1013697714620698629,False,False,2020-12-30 10:07:01
474,JackyVandecast1,1324290998432878593,Tielt,NietJouwMoeder,76735836,False,False,2020-12-30 10:07:01
475,kruy,64052956,Bredene,fxjtarga,234297207,False,False,2020-12-30 10:06:56
476,AnnickPonthier,144150596,Bilzen,KrisDB8,1306251659002220545,False,False,2020-12-30 10:06:32
477,Corentin_htv,751354737581326336,Ecaussinnes,,,False,False,2020-12-30 10:06:29
478,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:06:29
479,marciojordano,113601063,Koekelberg,pedro_rodrigs_,105012045,False,False,2020-12-30 10:06:24
480,mizero144,2662314236,Namur,ElviJimmy,3421693085,False,False,2020-12-30 10:06:24
481,swinkl_eu,150173336,Kuurne,TharusThijs,2878725191,False,False,2020-12-30 10:06:11
482,FransVerstrepe2,797418720729645060,Bruges,WilliamWilde2,1713079837,False,False,2020-12-30 10:06:02
483,FlandersBTour,29983589,Ypres,uttttu,93691807,False,False,2020-12-30 10:05:45
484,ABynens,406227054,Keerbergen,AleksandarDavi8,2332537881,False,False,2020-12-30 10:05:43
485,KarlBoumans,63750441,Herent,JanVLEVA,628377092,False,False,2020-12-30 10:05:41
486,gregoryvantoor,380469416,Sint-Pieters-Leeuw,vanblaeretom,1308428011,False,False,2020-12-30 10:05:30
487,JackyVandecast1,1324290998432878593,Tielt,LongRyder3,984805112425181184,False,False,2020-12-30 10:05:06
488,veraclaes,139093424,Antwerp,karinelalieux,41564561,False,False,2020-12-30 10:04:42
489,DroverYvo,1285614436489854981,Ostend,VTMNIEUWS,167309264,False,False,2020-12-30 10:04:27
490,nietnuLaura,2228604475,Antwerp,djkiesak,28769040,False,False,2020-12-30 10:04:26
491,CanibalSuicune,932144786,Mons,,,False,False,2020-12-30 10:04:25
492,JackyVandecast1,1324290998432878593,Tielt,Koffieboontje3,1230094238186188801,False,False,2020-12-30 10:04:24
493,patrickdhaese,2279158826,Ghent,,,False,False,2020-12-30 10:04:21
494,Bluesbully,4374678460,Genk,Tessa_VeePee,2150929239,False,False,2020-12-30 10:04:03
495,DNewtonC,1896835741,Oudergem,ian13m,27648931,False,False,2020-12-30 10:04:01
496,LuytenCarina,784113198077272064,Herentals,UDenkt,1333369961541201921,False,False,2020-12-30 10:03:54
497,stevenheylen,29978778,Aartselaar,JarnoBertho,198813461,False,False,2020-12-30 10:03:42
498,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 10:03:35
499,gregoryvantoor,380469416,Sint-Pieters-Leeuw,kennethdee,14676065,False,False,2020-12-30 10:03:29
500,JackyVandecast1,1324290998432878593,Tielt,achamilivenl1,1263612709540712449,False,False,2020-12-30 10:02:46
501,LuytenCarina,784113198077272064,Herentals,UpBoek,1243652169833885702,False,False,2020-12-30 10:02:45
502,mizero144,2662314236,Namur,NDAYITWAYEKODeo,763467222,False,False,2020-12-30 10:02:18
503,PeterDeKeyzer,459283901,Antwerp,drWouterArrazol,1662209748,False,False,2020-12-30 10:02:18
504,JackyVandecast1,1324290998432878593,Tielt,SJEerhart,2900848574,False,False,2020-12-30 10:02:10
505,Znjeeahamdgmai2,1287415724324118534,Namur,pastore099,1195352573471014912,False,False,2020-12-30 10:01:57
506,AnaelleVanophem,4633017581,Etterbeek,selfocracxy,701803032267399170,False,False,2020-12-30 10:01:37
507,JackyVandecast1,1324290998432878593,Tielt,,,False,False,2020-12-30 10:01:33
508,thomashermine,24522393,Sint-Gillis,,,False,False,2020-12-30 10:01:32
509,_queenstone,51036219,Charleroi,,,False,False,2020-12-30 10:00:58
510,StefSkyZot,19060515,Bruges,,,False,False,2020-12-30 10:00:57
511,MarieGodderis,532406164,Alveringem,,,False,False,2020-12-30 10:00:44
512,ItaliaStoria,1051945448888561666,Sint-Pieters-Woluwe,,,False,False,2020-12-30 10:00:36
513,FransVerstrepe2,797418720729645060,Bruges,RuthjeB,19192530,False,False,2020-12-30 10:00:16
514,microrelie,476333069,Walcourt,drugofdrago,220694275,False,False,2020-12-30 10:00:15
515,DriveYourBox,1326222502138441731,Kapellen,,,False,False,2020-12-30 10:00:12
516,LuytenCarina,784113198077272064,Herentals,KoenRoeffaers,1236895345,False,False,2020-12-30 10:00:06
517,JanePoels,563000158,Ghent,Bryan65165100,1159860786732421121,False,False,2020-12-30 10:00:00
518,kruy,64052956,De Haan,ArnaudCambier,217479684,False,False,2020-12-30 09:59:49
519,JackyVandecast1,1324290998432878593,Tielt,BruynChantal,1212871417605189632,False,False,2020-12-30 09:59:42
520,Masklamalck,527546118,Nivelles,AntoniCoppi,710921890341249024,False,False,2020-12-30 09:59:37
521,bjornadins,53894418,Waregem,WimB1977,51015148,False,False,2020-12-30 09:59:27
522,FranceBadou,1065513087619473409,Sint-Lambrechts-Woluwe,,,True,False,2020-12-30 09:59:21
523,Heleendje,16957748,Zonhoven,IceCranberry,373316297,False,False,2020-12-30 09:59:21
524,yraskin,388835056,Hasselt,MaartenAlbersen,88089955,False,False,2020-12-30 09:59:01
525,Bxl_SM,3126127889,Brussels,erotician67,1195846985628213249,False,False,2020-12-30 09:58:43
526,VedranBosnic,1517846558,Mons,,,False,False,2020-12-30 09:58:41
527,JackyVandecast1,1324290998432878593,Tielt,AnitaHees,1221005201416642560,False,False,2020-12-30 09:58:26
528,DNewtonC,1896835741,Oudergem,slimey_1,298538239,False,False,2020-12-30 09:58:07
529,FransVerstrepe2,797418720729645060,Bruges,BidwIdn,836605812541964288,False,False,2020-12-30 09:57:36
530,KarlBoumans,63750441,Herent,,,False,False,2020-12-30 09:57:04
531,bross_m,102081123,Beerse,,,False,False,2020-12-30 09:57:03
532,FransVerstrepe2,797418720729645060,Bruges,Karlbuldog,1274760642566725632,False,False,2020-12-30 09:56:48
533,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 09:56:41
534,FransVerstrepe2,797418720729645060,Bruges,Dieswit1,1291385881354473475,False,False,2020-12-30 09:56:33
535,LuytenCarina,784113198077272064,Herentals,,,False,False,2020-12-30 09:56:23
536,DNewtonC,1896835741,Oudergem,JohnRentoul,14085096,False,False,2020-12-30 09:56:12
537,nietnuLaura,2228604475,Antwerp,djkiesak,28769040,False,False,2020-12-30 09:56:10
538,JackyVandecast1,1324290998432878593,Tielt,achamilivenl1,1263612709540712449,False,False,2020-12-30 09:55:59
539,FransVerstrepe2,797418720729645060,Bruges,TharusThijs,2878725191,False,False,2020-12-30 09:55:47
540,DroverYvo,1285614436489854981,Ostend,stormzak1,1321082716721451008,False,False,2020-12-30 09:55:33
541,mizero144,2662314236,Namur,Emayi2011,802983853061246984,False,False,2020-12-30 09:55:30
542,AndrewM_Fischer,1049840079357833216,Vorst,,,True,False,2020-12-30 09:55:30
543,JackyVandecast1,1324290998432878593,Tielt,baara_a,2474481766,False,False,2020-12-30 09:55:24
544,Aureliezanon,630128745,Wachtebeke,SHEIN_official,554957168,False,False,2020-12-30 09:55:23
545,RomydeRave,548591530,Antwerp,,,False,False,2020-12-30 09:55:15
546,a_libotte,203968556,Rixensart,dorian0904,726771632518365185,False,False,2020-12-30 09:55:11
547,bjornadins,53894418,Waregem,jdceulaer,292945752,False,False,2020-12-30 09:55:09
548,DroverYvo,1285614436489854981,Ostend,_Cato1974_,1087569419763699712,False,False,2020-12-30 09:55:02
549,JackyVandecast1,1324290998432878593,Tielt,BruynChantal,1212871417605189632,False,False,2020-12-30 09:55:01
550,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 09:54:58
551,KwikEine,538300280,KWIK Eine,,,False,False,2020-12-30 09:54:55
552,La_Gomme,1883052085,Bruges,,,False,False,2020-12-30 09:54:50
553,RouzeeuwD,1183314471131009024,Profondeville,4srelloM,780258332,False,False,2020-12-30 09:54:40
554,JackyVandecast1,1324290998432878593,Tielt,achamilivenl1,1263612709540712449,False,False,2020-12-30 09:54:39
555,JackyVandecast1,1324290998432878593,Tielt,AstridAajl27,1272218130,False,False,2020-12-30 09:54:07
556,janplu4,58430972,Bruges,,,False,False,2020-12-30 09:54:01
557,CocoMA03,190437110,Andenne,ByKimysmile,245306498,False,False,2020-12-30 09:53:39
558,dubhejoy,63932734,Diepenbeek,,,True,False,2020-12-30 09:53:24
559,ali_speaks1,1073293370326425600,Liege,,,True,False,2020-12-30 09:53:22
560,JackyVandecast1,1324290998432878593,Tielt,PS19803,1233898838341169152,False,False,2020-12-30 09:53:03
561,TomHubert,58145718,Boom,,,False,False,2020-12-30 09:52:57
562,a_libotte,203968556,Rixensart,adrienhotton,103009413,False,False,2020-12-30 09:52:24
563,kruy,64052956,Bredene,ArnaudCambier,217479684,False,False,2020-12-30 09:52:14
564,julianocastro,15922718,Brussels,,,False,False,2020-12-30 09:52:11
565,KimGeybels,605352700,Zottegem,,,False,False,2020-12-30 09:51:55
566,mkl241080,842368170,Amay,RTLsportbe,569061274,True,False,2020-12-30 09:51:46
567,OopssOopss702,702514501783052289,Anderlecht,helendeblock,522162222,False,False,2020-12-30 09:51:40
568,ruudjeblieck,360129750,Opglabbeek,VermeylenS,394247123,False,False,2020-12-30 09:51:04
569,a_libotte,203968556,Rixensart,dorian0904,726771632518365185,False,False,2020-12-30 09:51:01
570,LEFToverChicken,255496475,Aalst,,,False,False,2020-12-30 09:50:47
571,Fricozoid,585564265,Ypres,camillemaerten,2327800002,False,False,2020-12-30 09:50:40
572,JackyVandecast1,1324290998432878593,Tielt,,,False,False,2020-12-30 09:50:31
573,stephanvaningen,29051405,Kontich,DesertTesla,1183061007628849152,False,False,2020-12-30 09:50:18
574,AndrewM_Fischer,1049840079357833216,Vorst,sidprabhu,15640586,False,False,2020-12-30 09:50:03
575,LuytenCarina,784113198077272064,Herentals,VermeylenS,394247123,False,False,2020-12-30 09:49:41
576,Fi_FBN,592957880,Antwerp,BelfiusConnect,716000982,False,False,2020-12-30 09:49:19
577,Anroyhoreca,1201528722,Hasselt,,,False,False,2020-12-30 09:48:48
578,__sleepingpanda,37396708,Brussels,vontheodore,22093664,False,False,2020-12-30 09:48:44
579,LuytenCarina,784113198077272064,Herentals,Lamo77310302,1326473406548758528,False,False,2020-12-30 09:48:35
580,Fi_FBN,592957880,Antwerp,Belfius,490585256,False,False,2020-12-30 09:48:35
581,ByKimysmile,245306498,Gesves,,,False,False,2020-12-30 09:48:12
582,Fricozoid,585564265,Ypres,ClaesShanti,2738964665,False,False,2020-12-30 09:47:34
583,Jujuca1987,66370407,Louvain,_pequenalo,191658878,False,False,2020-12-30 09:47:31
